"Booking_ID","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","date.of.reservation","booking.status"
"BID06665","2","0","0","3","Meal Plan 2","0","Room_Type 1","36","Offline","0","0","0","112","0","10/13/2017","Not_Canceled"
"BID21412","2","0","1","0","Not Selected","0","Room_Type 1","3","Online","0","0","0","89","0","4/17/2018","Not_Canceled"
"BID16637","2","0","2","2","Not Selected","0","Room_Type 1","12","Online","0","0","0","77","0","1/15/2018","Not_Canceled"
"BID35709","1","0","1","0","Meal Plan 1","0","Room_Type 1","54","Corporate","0","0","0","65","0","42865","Not_Canceled"
"BID24785","2","0","0","2","Meal Plan 1","0","Room_Type 1","277","Online","0","0","0","96.3","2","10/21/2018","Canceled"
"BID27768","2","0","0","2","Meal Plan 1","0","Room_Type 4","64","Online","0","0","0","140.4","0","5/27/2018","Canceled"
"BID06670","2","0","2","3","Meal Plan 1","0","Room_Type 1","16","Online","0","0","0","154.4","1","9/18/2017","Canceled"
"BID34829","2","0","1","2","Meal Plan 1","0","Room_Type 1","168","Offline","0","0","0","85","0","4/22/2018","Canceled"
"BID09179","2","0","0","2","Meal Plan 1","0","Room_Type 1","59","Offline","0","0","0","75","0","43415","Not_Canceled"
"BID18071","2","0","0","1","Meal Plan 1","0","Room_Type 1","7","Corporate","0","0","0","114","0","10/27/2017","Not_Canceled"
"BID31263","2","0","0","2","Meal Plan 2","0","Room_Type 1","320","Offline","0","0","0","115","1","8/18/2018","Canceled"
"BID26631","2","0","2","2","Meal Plan 2","0","Room_Type 1","169","Offline","0","0","0","106","0","4/22/2018","Canceled"
"BID08713","1","0","1","0","Meal Plan 1","0","Room_Type 1","110","Offline","0","0","0","120","0","43353","Not_Canceled"
"BID10958","2","0","2","2","Meal Plan 1","0","Room_Type 1","48","Online","0","0","0","93.5","2","3/20/2018","Not_Canceled"
"BID09867","2","0","1","0","Meal Plan 1","0","Room_Type 5","151","Offline","0","0","0","200","0","6/27/2018","Canceled"
"BID17403","2","0","0","3","Meal Plan 1","0","Room_Type 1","214","Online","0","0","0","96.3","1","43412","Canceled"
"BID34760","1","1","0","3","Meal Plan 1","0","Room_Type 4","80","Online","0","0","0","114.9","1","12/27/2018","Not_Canceled"
"BID04784","2","0","2","4","Meal Plan 1","0","Room_Type 1","46","Online","0","0","0","81.31","0","8/28/2018","Not_Canceled"
"BID24465","3","0","0","2","Meal Plan 1","0","Room_Type 4","141","Online","0","0","0","163.8","1","9/23/2018","Not_Canceled"
"BID05811","1","0","2","4","Meal Plan 1","0","Room_Type 1","69","Online","0","0","0","88.83","0","42834","Canceled"
"BID02729","2","0","0","4","Meal Plan 1","0","Room_Type 1","117","Online","0","0","0","83.64","0","43378","Not_Canceled"
"BID33443","2","1","1","1","Meal Plan 1","0","Room_Type 1","269","Online","0","0","0","105.3","0","12/31/2018","Not_Canceled"
"BID07411","1","0","5","10","Meal Plan 1","0","Room_Type 1","11","Aviation","0","0","0","95","0","43348","Canceled"
"BID24670","3","0","1","2","Meal Plan 1","0","Room_Type 4","124","Online","0","0","0","143.7","1","43228","Not_Canceled"
"BID22075","2","0","1","3","Meal Plan 1","0","Room_Type 1","322","Offline","0","0","0","80","0","5/19/2018","Canceled"
"BID16308","2","0","0","2","Meal Plan 2","0","Room_Type 1","30","Offline","0","0","0","121","0","9/30/2017","Not_Canceled"
"BID06528","2","0","2","4","Meal Plan 1","0","Room_Type 2","237","Online","0","0","0","81.5","1","7/28/2018","Not_Canceled"
"BID33953","3","0","0","1","Not Selected","0","Room_Type 1","3","Online","0","0","0","174","1","43167","Not_Canceled"
"BID02092","2","0","0","5","Meal Plan 1","0","Room_Type 1","140","Offline","0","0","0","70","0","12/29/2017","Not_Canceled"
"BID06945","2","0","2","4","Meal Plan 1","0","Room_Type 4","49","Online","0","0","0","106.25","1","3/19/2018","Not_Canceled"
"BID16125","2","0","0","1","Meal Plan 1","0","Room_Type 1","46","Online","0","0","0","94.5","0","9/18/2017","Not_Canceled"
"BID22993","2","0","1","4","Meal Plan 1","0","Room_Type 1","148","Offline","0","0","0","67","0","12/30/2017","Not_Canceled"
"BID23356","2","0","0","3","Meal Plan 1","0","Room_Type 1","204","Offline","0","0","0","100","0","43225","Canceled"
"BID05196","2","0","1","1","Meal Plan 1","0","Room_Type 1","103","Offline","0","0","0","80.75","2","6/27/2018","Not_Canceled"
"BID32539","2","0","0","3","Meal Plan 1","0","Room_Type 4","49","Online","0","0","0","98.87","2","43318","Not_Canceled"
"BID24653","2","0","1","3","Meal Plan 1","0","Room_Type 1","22","Online","0","0","0","102.43","1","5/30/2018","Not_Canceled"
"BID05445","2","0","2","5","Meal Plan 1","0","Room_Type 1","171","Online","0","0","0","76.5","0","8/20/2017","Canceled"
"BID29528","2","0","0","2","Meal Plan 1","0","Room_Type 1","97","Offline","0","0","0","63.75","1","42801","Canceled"
"BID16558","2","0","2","4","Not Selected","0","Room_Type 1","160","Online","0","0","0","76.27","0","11/13/2018","Canceled"
"BID05266","2","2","1","2","Meal Plan 2","0","Room_Type 6","31","Online","0","0","0","233.1","1","43140","Not_Canceled"
"BID00019","2","0","2","2","Meal Plan 1","0","Room_Type 1","99","Online","0","0","0","65","0","10/30/2017","Canceled"
"BID33931","2","0","1","1","Meal Plan 1","0","Room_Type 1","180","Offline","0","0","0","100","1","43136","Not_Canceled"
"BID08649","2","0","0","1","Meal Plan 1","0","Room_Type 1","34","Online","0","0","0","116","1","12/24/2018","Not_Canceled"
"BID18503","2","0","0","1","Meal Plan 1","0","Room_Type 4","43","Online","0","0","0","140.4","0","5/14/2018","Canceled"
"BID20112","2","0","1","2","Meal Plan 1","0","Room_Type 1","233","Offline","0","0","0","90","0","10/14/2018","Canceled"
"BID31887","2","0","0","3","Meal Plan 1","0","Room_Type 1","213","Offline","0","0","0","130","0","43287","Canceled"
"BID28143","1","0","0","2","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","101","1","11/17/2017","Not_Canceled"
"BID33388","0","2","2","3","Meal Plan 1","0","Room_Type 2","131","Online","0","0","0","83.83","1","6/26/2018","Not_Canceled"
"BID16913","2","0","2","3","Meal Plan 2","0","Room_Type 1","106","Offline","0","0","0","105","0","5/21/2018","Not_Canceled"
"BID10032","2","0","0","2","Meal Plan 1","0","Room_Type 1","11","Online","0","0","0","80.3","1","1/20/2018","Not_Canceled"
"BID24355","3","0","0","2","Meal Plan 1","0","Room_Type 1","22","Offline","0","0","0","115","0","43230","Not_Canceled"
"BID22058","2","0","1","2","Meal Plan 2","0","Room_Type 1","98","Online","0","0","0","124.2","1","11/18/2018","Not_Canceled"
"BID24151","2","0","2","5","Meal Plan 1","0","Room_Type 1","63","Online","0","0","0","105.3","0","7/23/2018","Canceled"
"BID04648","2","0","0","1","Meal Plan 1","0","Room_Type 1","105","Online","0","0","0","75","0","43255","Canceled"
"BID09937","1","0","0","2","Meal Plan 1","0","Room_Type 1","6","Corporate","1","0","4","65","0","12/17/2017","Not_Canceled"
"BID00878","1","0","0","2","Meal Plan 1","0","Room_Type 1","181","Online","0","0","0","120","0","43414","Canceled"
"BID29723","2","0","0","3","Meal Plan 1","0","Room_Type 1","213","Offline","0","0","0","130","0","43287","Canceled"
"BID03997","1","0","0","3","Meal Plan 1","0","Room_Type 1","71","Offline","0","0","0","120","0","6/14/2018","Not_Canceled"
"BID20086","2","0","2","2","Meal Plan 1","0","Room_Type 1","64","Online","0","0","0","73.95","0","43436","Canceled"
"BID31568","2","0","1","2","Meal Plan 1","0","Room_Type 1","68","Online","0","0","0","80.3","0","2/26/2018","Not_Canceled"
"BID26011","2","1","0","1","Not Selected","0","Room_Type 1","173","Online","0","0","0","94.5","2","43319","Not_Canceled"
"BID12684","2","0","0","2","Meal Plan 1","0","Room_Type 4","6","Online","0","0","0","106","0","43222","Canceled"
"BID24570","2","0","0","1","Meal Plan 1","0","Room_Type 1","117","Online","0","0","0","76.5","0","8/22/2017","Canceled"
"BID26436","2","3","1","0","Meal Plan 1","0","Room_Type 7","5","Online","0","0","0","171.26","2","43102","Not_Canceled"
"BID12265","2","0","2","1","Meal Plan 1","0","Room_Type 1","252","Online","0","0","0","106.3","0","10/15/2018","Canceled"
"BID19793","2","0","2","4","Not Selected","0","Room_Type 1","195","Online","0","0","0","0","1","7/20/2018","Not_Canceled"
"BID19532","2","0","2","0","Not Selected","0","Room_Type 1","17","Online","0","0","0","74.1","1","43413","Not_Canceled"
"BID02994","2","1","1","3","Meal Plan 1","0","Room_Type 4","26","Offline","0","0","0","90","2","10/19/2017","Not_Canceled"
"BID22499","2","0","0","2","Meal Plan 2","0","Room_Type 1","39","Offline","0","0","0","109","0","8/14/2017","Not_Canceled"
"BID33830","2","0","0","2","Not Selected","0","Room_Type 1","1","Online","0","0","0","138","1","43256","Not_Canceled"
"BID00766","2","0","1","1","Meal Plan 1","0","Room_Type 4","0","Online","0","0","0","118.8","0","42925","Canceled"
"BID24827","1","0","0","3","Meal Plan 1","0","Room_Type 1","308","Online","0","0","0","78.3","2","11/23/2018","Canceled"
"BID15274","1","0","1","1","Meal Plan 1","1","Room_Type 1","5","Corporate","0","0","0","88","1","43232","Not_Canceled"
"BID10773","3","0","0","4","Meal Plan 1","0","Room_Type 4","56","Online","0","0","0","119","2","11/22/2018","Not_Canceled"
"BID07134","2","0","1","5","Meal Plan 1","0","Room_Type 4","64","Online","0","0","0","136.8","0","43260","Canceled"
"BID28235","2","2","0","2","Meal Plan 1","0","Room_Type 7","7","Online","0","0","0","296","2","5/19/2018","Not_Canceled"
"BID22325","2","0","0","2","Meal Plan 1","0","Room_Type 1","181","Online","0","0","0","90.9","2","10/28/2018","Canceled"
"BID10603","2","0","1","0","Not Selected","0","Room_Type 1","6","Online","0","0","0","114","1","9/20/2017","Not_Canceled"
"BID13095","2","0","2","2","Meal Plan 1","0","Room_Type 1","90","Online","0","0","0","72.25","1","42837","Not_Canceled"
"BID07787","1","0","1","1","Meal Plan 1","0","Room_Type 1","17","Corporate","1","0","2","95","0","9/26/2018","Not_Canceled"
"BID33694","3","0","0","1","Meal Plan 1","0","Room_Type 4","80","Online","0","0","0","168.3","0","43290","Canceled"
"BID28829","2","0","2","1","Meal Plan 1","0","Room_Type 1","73","Online","0","0","0","93.6","1","43445","Not_Canceled"
"BID30431","2","0","0","3","Not Selected","0","Room_Type 1","174","Online","0","0","0","85.5","1","6/29/2018","Not_Canceled"
"BID04576","2","0","0","2","Meal Plan 1","0","Room_Type 4","12","Online","0","0","0","148","0","12/30/2018","Not_Canceled"
"BID19075","2","0","0","3","Meal Plan 1","0","Room_Type 1","90","Offline","0","0","0","78.63","0","4/21/2018","Not_Canceled"
"BID28861","2","0","1","1","Meal Plan 1","0","Room_Type 4","45","Online","0","0","0","106.2","2","43231","Not_Canceled"
"BID30167","2","0","0","1","Meal Plan 1","0","Room_Type 1","5","Online","0","0","0","124","1","42864","Canceled"
"BID34997","2","0","1","2","Meal Plan 1","0","Room_Type 1","305","Offline","0","0","0","89","0","43201","Canceled"
"BID05432","2","0","1","0","Meal Plan 1","0","Room_Type 1","62","Online","0","0","0","109.8","0","43199","Canceled"
"BID23698","2","0","1","0","Meal Plan 1","1","Room_Type 7","3","Complementary","0","0","0","0","1","1/25/2018","Not_Canceled"
"BID00434","2","0","0","3","Meal Plan 1","0","Room_Type 1","10","Online","0","0","0","126","1","10/20/2017","Not_Canceled"
"BID22648","2","0","2","1","Meal Plan 1","0","Room_Type 1","31","Online","0","0","0","84.9","0","43223","Canceled"
"BID04742","1","0","0","1","Meal Plan 1","0","Room_Type 1","23","Online","0","0","0","119.85","0","6/15/2018","Canceled"
"BID05818","2","0","2","3","Meal Plan 1","0","Room_Type 4","170","Online","0","0","0","112.2","1","43412","Canceled"
"BID17622","2","0","1","3","Meal Plan 1","0","Room_Type 4","45","Online","0","0","0","96.9","2","43446","Not_Canceled"
"BID03656","1","0","0","2","Meal Plan 1","0","Room_Type 1","65","Offline","0","0","0","100","1","42776","Not_Canceled"
"BID24611","2","0","2","5","Meal Plan 1","0","Room_Type 4","51","Online","0","0","0","123.69","3","43140","Not_Canceled"
"BID03202","2","0","0","2","Meal Plan 1","0","Room_Type 1","245","Online","0","0","0","75","0","6/17/2018","Canceled"
"BID35876","3","0","0","3","Meal Plan 1","0","Room_Type 4","8","Online","0","0","0","176","2","4/21/2018","Not_Canceled"
"BID19929","1","0","5","10","Not Selected","0","Room_Type 1","31","Online","0","0","0","66.29","1","43202","Canceled"
"BID18625","2","0","0","2","Meal Plan 1","0","Room_Type 1","49","Offline","0","0","0","75","0","43201","Not_Canceled"
"BID12733","1","0","0","2","Meal Plan 1","0","Room_Type 1","164","Offline","0","0","0","100","0","42776","Not_Canceled"
"BID24417","2","0","0","5","Meal Plan 1","0","Room_Type 1","140","Offline","0","0","0","70","0","12/29/2017","Not_Canceled"
"BID27001","2","1","1","0","Meal Plan 1","0","Room_Type 4","32","Online","0","0","0","136.52","1","8/14/2018","Not_Canceled"
"BID32578","1","0","0","3","Meal Plan 1","0","Room_Type 1","71","Offline","0","0","0","120","0","6/14/2018","Not_Canceled"
"BID15465","1","0","1","4","Meal Plan 1","0","Room_Type 1","179","Online","0","0","0","66.76","1","43197","Not_Canceled"
"BID01956","2","0","0","4","Meal Plan 1","0","Room_Type 1","178","Online","0","0","0","90.9","2","10/26/2018","Not_Canceled"
"BID20754","1","0","1","0","Meal Plan 1","0","Room_Type 1","24","Online","0","0","0","108","1","43443","Not_Canceled"
"BID20896","2","0","0","3","Not Selected","0","Room_Type 1","117","Online","0","0","0","79.69","1","6/28/2018","Not_Canceled"
"BID24913","2","0","1","2","Meal Plan 1","0","Room_Type 4","91","Offline","0","0","0","60","0","12/28/2017","Not_Canceled"
"BID21348","1","0","0","3","Meal Plan 1","0","Room_Type 1","308","Online","0","0","0","78.3","2","11/23/2018","Canceled"
"BID24668","2","0","0","3","Meal Plan 1","0","Room_Type 4","43","Online","0","0","0","106.8","0","3/17/2018","Not_Canceled"
"BID15947","2","0","0","1","Meal Plan 1","0","Room_Type 1","7","Online","0","0","0","92","1","2/27/2018","Not_Canceled"
"BID12259","3","0","2","1","Meal Plan 1","0","Room_Type 4","59","Online","0","0","0","126","0","43416","Canceled"
"BID29659","2","0","2","1","Meal Plan 1","0","Room_Type 1","99","Online","0","0","0","97.71","1","5/22/2018","Not_Canceled"
"BID14250","2","0","1","1","Meal Plan 1","0","Room_Type 1","275","Offline","0","0","0","62.8","0","43196","Canceled"
"BID04061","1","0","0","3","Meal Plan 2","0","Room_Type 1","13","Offline","0","0","0","73","0","4/26/2018","Not_Canceled"
"BID24036","2","0","2","1","Meal Plan 1","0","Room_Type 1","18","Offline","0","0","0","85","0","43141","Not_Canceled"
"BID16631","1","0","0","1","Meal Plan 1","1","Room_Type 1","1","Corporate","1","2","5","67","0","43106","Not_Canceled"
"BID29214","3","0","0","4","Meal Plan 1","0","Room_Type 4","41","Online","0","0","0","150.3","0","43318","Canceled"
"BID32653","2","0","1","1","Meal Plan 1","0","Room_Type 1","3","Online","0","0","0","90","1","43016","Not_Canceled"
"BID03133","3","0","1","3","Meal Plan 1","0","Room_Type 4","32","Online","0","0","0","176.4","0","43261","Canceled"
"BID33429","2","0","2","3","Meal Plan 1","0","Room_Type 4","119","Online","0","0","0","129.96","2","10/16/2018","Not_Canceled"
"BID26797","2","0","0","1","Meal Plan 2","0","Room_Type 1","21","Online","0","0","0","129","0","43193","Canceled"
"BID06516","2","0","0","1","Not Selected","0","Room_Type 1","17","Online","0","0","0","65.1","1","11/18/2018","Not_Canceled"
"BID15786","1","0","1","2","Not Selected","0","Room_Type 1","36","Online","0","0","0","109","1","10/28/2018","Not_Canceled"
"BID29679","2","0","2","5","Not Selected","0","Room_Type 1","48","Online","0","0","0","74.8","1","11/13/2018","Canceled"
"BID05860","2","0","1","0","Not Selected","0","Room_Type 1","11","Online","0","0","0","120","1","10/30/2018","Canceled"
"BID14414","3","0","2","3","Meal Plan 1","0","Room_Type 1","192","Offline","0","0","0","96.9","1","8/26/2018","Not_Canceled"
"BID32694","1","0","1","4","Meal Plan 1","0","Room_Type 4","143","Online","0","0","0","143.1","1","9/21/2018","Canceled"
"BID27042","2","0","0","2","Not Selected","0","Room_Type 1","66","Online","0","0","0","94.5","0","4/13/2018","Not_Canceled"
"BID19262","1","0","0","2","Meal Plan 1","0","Room_Type 1","188","Offline","0","0","0","130","0","6/15/2018","Canceled"
"BID07358","3","0","1","2","Meal Plan 1","0","Room_Type 4","204","Online","0","0","0","128.7","0","8/29/2018","Canceled"
"BID09511","1","0","1","3","Meal Plan 1","0","Room_Type 4","7","Aviation","0","0","0","110","0","10/27/2018","Not_Canceled"
"BID20392","2","0","2","1","Meal Plan 1","0","Room_Type 4","135","Offline","0","0","0","78.65","0","10/30/2018","Not_Canceled"
"BID27435","2","0","1","2","Meal Plan 1","0","Room_Type 1","14","Offline","0","0","0","80","0","11/28/2018","Not_Canceled"
"BID23496","1","0","0","2","Meal Plan 1","0","Room_Type 1","48","Corporate","0","0","0","65","0","8/30/2018","Canceled"
"BID33805","2","0","1","3","Meal Plan 1","0","Room_Type 1","28","Offline","0","0","0","87","1","43191","Not_Canceled"
"BID05385","1","0","0","3","Meal Plan 2","0","Room_Type 1","13","Offline","0","0","0","73","0","4/26/2018","Not_Canceled"
"BID20095","3","0","0","3","Meal Plan 1","0","Room_Type 4","94","Online","0","0","0","137.7","0","7/14/2018","Canceled"
"BID03205","2","0","2","1","Meal Plan 1","0","Room_Type 1","194","Online","0","0","0","96.3","2","10/29/2018","Canceled"
"BID22828","2","0","2","1","Meal Plan 1","0","Room_Type 2","106","Online","0","0","0","91.6","2","12/25/2018","Not_Canceled"
"BID14672","2","0","0","3","Meal Plan 1","0","Room_Type 1","22","Online","0","0","0","127.67","0","6/21/2018","Canceled"
"BID07214","2","0","0","2","Not Selected","0","Room_Type 1","142","Online","0","0","0","85.5","1","43107","Not_Canceled"
"BID13242","2","2","0","2","Meal Plan 1","0","Room_Type 6","27","Online","0","0","0","231","0","43258","Canceled"
"BID28409","2","0","2","0","Not Selected","0","Room_Type 1","18","Online","0","0","0","114","0","6/26/2018","Canceled"
"BID05499","3","0","0","1","Meal Plan 1","0","Room_Type 4","85","Online","0","0","0","177.3","0","8/24/2018","Not_Canceled"
"BID04657","2","0","0","5","Meal Plan 1","0","Room_Type 1","230","Online","0","0","0","137","1","43260","Canceled"
"BID32318","2","0","1","3","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","146","1","8/13/2017","Not_Canceled"
"BID20171","2","2","2","3","Meal Plan 1","0","Room_Type 6","15","Online","0","0","0","195.4","0","3/17/2018","Canceled"
"BID30426","2","2","1","3","Meal Plan 1","0","Room_Type 6","230","Online","0","0","0","158.95","0","8/25/2018","Canceled"
"BID04912","2","0","2","2","Meal Plan 1","0","Room_Type 1","275","Online","0","0","0","90.95","1","10/28/2018","Canceled"
"BID26931","1","0","0","3","Meal Plan 1","0","Room_Type 1","335","Offline","0","0","0","80","0","10/13/2018","Not_Canceled"
"BID07240","2","0","0","1","Meal Plan 1","0","Room_Type 4","0","Online","0","0","0","106","2","43375","Not_Canceled"
"BID23751","2","0","1","4","Not Selected","0","Room_Type 1","109","Online","0","0","0","80.75","2","4/25/2018","Not_Canceled"
"BID02934","2","0","0","0","Meal Plan 1","0","Room_Type 1","274","Online","0","0","0","0","2","43201","Not_Canceled"
"BID04233","2","0","0","1","Meal Plan 1","0","Room_Type 1","10","Offline","0","0","0","71.1","0","2/19/2018","Not_Canceled"
"BID21569","1","0","0","2","Meal Plan 1","0","Room_Type 4","0","Complementary","1","0","27","0","3","6/28/2018","Not_Canceled"
"BID04003","2","0","0","2","Not Selected","0","Room_Type 2","99","Online","0","0","0","85.5","1","43316","Canceled"
"BID09351","2","2","2","1","Meal Plan 1","0","Room_Type 6","71","Online","0","0","0","190.8","1","10/22/2018","Not_Canceled"
"BID31539","1","0","0","1","Meal Plan 1","0","Room_Type 4","4","Online","0","0","0","156","0","43255","Canceled"
"BID26226","1","0","0","1","Meal Plan 1","0","Room_Type 1","12","Online","0","0","0","80.8","0","11/16/2018","Not_Canceled"
"BID20426","2","0","1","2","Meal Plan 1","0","Room_Type 1","18","Offline","0","0","0","75","1","12/30/2018","Not_Canceled"
"BID27594","2","0","1","3","Meal Plan 1","0","Room_Type 4","25","Online","0","0","0","166","1","43197","Not_Canceled"
"BID23166","1","0","0","4","Meal Plan 1","0","Room_Type 1","35","Online","0","0","0","73.9","1","43345","Not_Canceled"
"BID21038","1","0","0","2","Meal Plan 1","0","Room_Type 1","17","Online","0","0","0","73.88","3","42745","Not_Canceled"
"BID15583","2","0","2","1","Meal Plan 1","0","Room_Type 1","55","Offline","0","0","0","60","1","1/31/2018","Not_Canceled"
"BID36091","2","0","1","5","Meal Plan 1","0","Room_Type 4","128","Online","0","0","0","132.3","1","10/18/2018","Not_Canceled"
"BID35460","1","0","0","3","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","133","0","10/19/2018","Canceled"
"BID00723","2","0","2","2","Not Selected","0","Room_Type 1","4","Online","0","0","0","81","0","43222","Canceled"
"BID29432","2","0","2","3","Meal Plan 1","0","Room_Type 1","22","Online","0","0","0","137","0","3/31/2018","Canceled"
"BID06642","2","0","0","1","Meal Plan 1","0","Room_Type 1","18","Online","0","0","0","111","0","6/14/2018","Canceled"
"BID02900","2","0","0","2","Not Selected","0","Room_Type 4","15","Online","0","0","0","115","2","9/16/2017","Not_Canceled"
"BID18714","1","0","0","1","Meal Plan 1","0","Room_Type 1","12","Corporate","1","0","1","65","0","11/25/2017","Not_Canceled"
"BID00703","2","0","0","1","Meal Plan 1","0","Room_Type 4","10","Online","0","0","0","156","1","43225","Not_Canceled"
"BID24394","2","0","2","5","Meal Plan 1","0","Room_Type 2","20","Offline","0","0","0","86.4","1","42744","Not_Canceled"
"BID20293","2","0","1","2","Meal Plan 1","0","Room_Type 1","118","Offline","0","0","0","120","0","43257","Not_Canceled"
"BID26900","1","0","2","1","Meal Plan 1","0","Room_Type 1","12","Online","0","0","0","63.37","0","43374","Not_Canceled"
"BID29101","2","0","0","4","Meal Plan 1","0","Room_Type 1","110","Offline","0","0","0","70","0","42990","Not_Canceled"
"BID12473","2","1","0","1","Meal Plan 1","0","Room_Type 4","10","Online","0","0","0","119","0","6/14/2018","Canceled"
"BID34307","2","2","0","3","Meal Plan 2","0","Room_Type 6","43","Online","0","0","0","349.63","1","12/29/2018","Not_Canceled"
"BID25802","1","0","0","1","Meal Plan 1","0","Room_Type 1","12","Online","0","0","0","135","0","43286","Canceled"
"BID04457","2","0","0","2","Not Selected","0","Room_Type 1","30","Online","0","0","0","98.1","1","5/24/2018","Canceled"
"BID15550","2","0","0","2","Meal Plan 1","0","Room_Type 1","122","Offline","0","0","0","85","0","4/15/2018","Not_Canceled"
"BID27953","2","0","0","2","Meal Plan 2","0","Room_Type 1","56","Offline","0","0","0","82","0","9/17/2017","Not_Canceled"
"BID18508","3","0","2","1","Meal Plan 1","0","Room_Type 1","89","Offline","0","0","0","127.33","0","9/25/2018","Canceled"
"BID23373","3","0","1","4","Meal Plan 1","0","Room_Type 4","32","Online","0","0","0","107.1","1","11/14/2018","Canceled"
"BID04613","0","2","1","1","Meal Plan 1","0","Room_Type 2","14","Online","0","0","0","138.05","3","8/13/2018","Not_Canceled"
"BID11976","2","0","0","2","Not Selected","0","Room_Type 1","42","Online","0","0","0","71.1","1","43407","Not_Canceled"
"BID19648","1","0","0","2","Meal Plan 1","0","Room_Type 1","2","Online","0","0","0","140","0","43444","Not_Canceled"
"BID03614","3","0","2","3","Meal Plan 1","0","Room_Type 4","44","Online","0","0","0","135.22","1","3/27/2018","Canceled"
"BID09644","2","0","2","2","Meal Plan 1","0","Room_Type 1","9","Online","0","0","0","88.4","2","43202","Not_Canceled"
"BID16114","2","0","2","3","Meal Plan 1","0","Room_Type 1","65","Online","0","0","0","88.91","1","43104","Not_Canceled"
"BID23019","2","0","0","1","Meal Plan 1","0","Room_Type 1","150","Online","0","0","0","76.5","2","42985","Canceled"
"BID06684","2","0","0","2","Meal Plan 2","0","Room_Type 1","39","Offline","0","0","0","101.5","0","8/14/2017","Not_Canceled"
"BID07090","1","0","0","2","Meal Plan 1","0","Room_Type 1","64","Corporate","0","0","0","130","0","5/17/2018","Not_Canceled"
"BID26809","2","0","0","1","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","91","0","3/18/2018","Canceled"
"BID23558","1","0","0","3","Meal Plan 1","0","Room_Type 1","2","Offline","0","0","0","120","0","11/16/2018","Not_Canceled"
"BID20181","2","0","2","0","Meal Plan 1","0","Room_Type 1","61","Offline","0","0","0","91","0","42835","Not_Canceled"
"BID23958","1","0","0","2","Meal Plan 1","0","Room_Type 4","62","Online","0","0","0","115.04","1","9/27/2018","Not_Canceled"
"BID09245","2","0","2","2","Meal Plan 1","0","Room_Type 4","34","Offline","0","0","0","73.8","0","3/20/2018","Not_Canceled"
"BID34886","2","0","0","2","Meal Plan 1","0","Room_Type 4","26","Online","0","0","0","142","0","4/15/2018","Canceled"
"BID23065","2","0","0","1","Meal Plan 1","0","Room_Type 1","105","Offline","0","0","0","75","0","43255","Canceled"
"BID12658","1","0","2","1","Meal Plan 2","0","Room_Type 1","122","Offline","0","0","0","86","0","3/27/2018","Not_Canceled"
"BID09625","2","0","0","3","Meal Plan 1","0","Room_Type 1","76","Online","0","0","0","106.5","1","4/27/2018","Canceled"
"BID13874","2","0","0","1","Meal Plan 2","0","Room_Type 1","100","Offline","0","0","0","108","0","10/16/2017","Canceled"
"BID28556","2","0","1","0","Meal Plan 1","0","Room_Type 1","166","Online","0","0","0","96.3","1","6/26/2018","Not_Canceled"
"BID13395","3","0","0","3","Meal Plan 1","0","Room_Type 4","98","Offline","0","0","0","115.6","1","43438","Not_Canceled"
"BID36168","2","0","1","4","Meal Plan 1","0","Room_Type 1","18","Online","0","0","0","94.4","1","6/13/2018","Not_Canceled"
"BID17914","2","1","0","4","Meal Plan 1","0","Room_Type 1","112","Online","0","0","0","100.3","2","43263","Canceled"
"BID34139","2","0","0","2","Meal Plan 1","0","Room_Type 1","86","Corporate","0","0","0","100","0","42987","Canceled"
"BID12837","2","0","1","2","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","155.67","4","9/16/2018","Not_Canceled"
"BID22603","2","1","0","1","Meal Plan 1","0","Room_Type 4","63","Online","0","0","0","161.1","1","43259","Not_Canceled"
"BID11748","1","0","2","4","Meal Plan 1","0","Room_Type 6","33","Online","0","0","0","139.52","0","4/24/2018","Canceled"
"BID09161","3","0","0","4","Meal Plan 1","0","Room_Type 4","98","Online","0","0","0","146.7","0","6/29/2018","Canceled"
"BID08396","2","0","2","4","Meal Plan 1","0","Room_Type 4","26","Online","0","0","0","114","1","43202","Not_Canceled"
"BID25949","1","0","0","1","Meal Plan 1","1","Room_Type 1","1","Corporate","1","0","1","65","0","3/29/2018","Not_Canceled"
"BID21482","2","0","0","2","Meal Plan 1","0","Room_Type 1","22","Offline","0","0","0","140","0","5/20/2018","Not_Canceled"
"BID32006","1","0","0","3","Meal Plan 1","0","Room_Type 1","1","Corporate","1","0","1","67","0","3/30/2018","Not_Canceled"
"BID02015","2","0","2","0","Meal Plan 2","0","Room_Type 1","386","Online","0","0","0","115","1","10/23/2018","Canceled"
"BID15697","1","0","0","2","Meal Plan 2","0","Room_Type 1","6","Online","0","0","0","0","0","43020","Not_Canceled"
"BID01603","2","0","1","1","Not Selected","0","Room_Type 1","146","Online","0","0","0","85.5","1","6/27/2018","Canceled"
